pixel1;pixel2;pixel3;pixel4;solid;vertical;diagonal;horizontal
0,581838852;0,284744033;0,613206758;0,221300504;1;0;0;0
0,605256855;0,788262319;0,555415631;0,553774468;1;0;0;0
0,896065881;0,49721923;0,383981054;0,776573046;1;0;0;0
0,336747336;0,62097728;0,977564833;0,412833275;1;0;0;0
0,457832612;0,742099103;0,616402629;0,346629001;1;0;0;0
0,821833981;0,328717795;0,822920453;0,905441581;1;0;0;0
0,364329306;0,778021553;0,298671106;0,527882444;1;0;0;0
0,307902715;0,532863574;0,379485607;0,966930338;1;0;0;0
0,976694968;0,671890043;0,760054473;0,294707589;1;0;0;0
0,586628155;0,476034625;0,70435906;0,885834417;1;0;0;0
0,250329782;0,897007147;0,334096576;0,694249266;1;0;0;0
0,489964034;0,908254875;0,568273405;0,221942356;1;0;0;0
0,634306083;0,778142417;0,596983901;0,945291022;1;0;0;0
0,837893962;0,822810067;0,405097167;0,313284039;1;0;0;0
0,45799745;0,836270185;0,942504998;0,364705694;1;0;0;0
0,683486282;0,47242516;0,468808612;0,775055564;1;0;0;0
0,268904083;0,905086221;0,606310557;0,281197571;1;0;0;0
0,347978693;0,619260877;0,497476742;0,993343062;1;0;0;0
0,961714181;0,824099883;0,639829502;0,215112298;1;0;0;0
0,73302322;0,447368343;0,433998981;0,434099905;1;0;0;0
0,642045988;0,363507435;0,329051691;0,585864926;1;0;0;0
0,224364017;0,678013964;0,905461814;0,230403089;1;0;0;0
0,250727852;0,260802824;0,616396794;0,472493992;1;0;0;0
0,290968331;0,368792307;0,832231439;0,481517869;1;0;0;0
0,777934224;0,380617056;0,279869558;0,815992279;1;0;0;0
0,785510934;0,527845207;0,318784936;0,884624632;1;0;0;0
0,968140482;0,526575578;0,949257387;0,697084952;1;0;0;0
0,928462909;0,335973503;0,235510922;0,577584656;1;0;0;0
0,892822884;0,255268493;0,870690226;0,335640517;1;0;0;0
0,815812214;0,892265658;0,690799326;0,928757579;1;0;0;0
0,43265757;0,206611061;0,465307309;0,416020252;1;0;0;0
0,278759808;0,252030294;0,719614488;0,343074214;1;0;0;0
0,212399325;0,270218031;0,819404703;0,680170724;1;0;0;0
0,910365889;0,409485115;0,812471042;0,458526808;1;0;0;0
0,968226216;0,716976942;0,42285997;0,863561888;1;0;0;0
0,949357523;0,659247275;0,357717794;0,478769057;1;0;0;0
0,9638315;0,826248055;0,399784885;0,766306744;1;0;0;0
0,927608316;0,745736563;0,992833695;0,997854038;1;0;0;0
0,417973283;0,906256411;0,789896892;0,538165979;1;0;0;0
0,797121265;0,804803728;0,970425252;0,856750393;1;0;0;0
0,545987421;0,590675723;0,457291538;0,63607527;1;0;0;0
0,890332288;0,383735824;0,633643131;0,631077664;1;0;0;0
0,527029986;0,92434766;0,818202551;0,609447923;1;0;0;0
0,312573275;0,919324523;0,250261404;0,768266235;1;0;0;0
0,36608222;0,267655291;0,333399533;0,615882699;1;0;0;0
0,20706855;0,79507335;0,398838522;0,650094137;1;0;0;0
0,498148447;0,712680248;0,395447861;0,369968478;1;0;0;0
0,540258107;0,496543304;0,496283566;0,301540805;1;0;0;0
0,826499678;0,768785216;0,511896884;0,698802804;1;0;0;0
0,262940675;0,520433241;0,9417349;0,99374276;1;0;0;0
0,761895346;0,682409298;0,862284211;0,875714226;1;0;0;0
0,823951902;0,964089637;0,834440962;0,860562403;1;0;0;0
0,875751188;0,40632583;0,356455773;0,809393911;1;0;0;0
0,422334323;0,8038541;0,290759495;0,278171158;1;0;0;0
0,472587775;0,429483734;0,954866307;0,470217626;1;0;0;0
0,740214627;0,717643491;0,498485299;0,488979737;1;0;0;0
0,359515671;0,669811854;0,229743958;0,750155538;1;0;0;0
0,766410383;0,448226549;0,946339531;0,604044156;1;0;0;0
0,552881483;0,815632114;0,567429629;0,232695604;1;0;0;0
0,782812462;0,617474394;0,449721828;0,894484893;1;0;0;0
0,64912228;0,923815458;0,820942267;0,304678115;1;0;0;0
0,345703864;0,702402251;0,710246062;0,344904258;1;0;0;0
0,651325493;0,621422117;0,820321774;0,373745903;1;0;0;0
0,344061828;0,904824183;0,282779761;0,586647054;1;0;0;0
0,501719376;0,771633071;0,374033278;0,875313372;1;0;0;0
0,579525579;0,374344654;0,588892104;0,437938709;1;0;0;0
0,412833308;0,610631411;0,224584958;0,797730576;1;0;0;0
0,818457777;0,285314906;0,719855493;0,648342598;1;0;0;0
0,732152671;0,353561462;0,501851676;0,701774916;1;0;0;0
0,359288314;0,933009383;0,668336649;0,932212423;1;0;0;0
0,723841017;0,324651835;0,77491208;0,279151586;1;0;0;0
0,534456611;0,454702987;0,409467239;0,778957151;1;0;0;0
0,20016463;0,478761197;0,570419957;0,449930158;1;0;0;0
0,265618218;0,841913657;0,215429513;0,252769098;1;0;0;0
0,752414336;0,805903352;0,855959447;0,271371431;1;0;0;0
0,88336135;0,681763962;0,828522534;0,696415943;1;0;0;0
0,548092666;0,563404366;0,892551236;0,346687116;1;0;0;0
0,263875575;0,692780347;0,440126151;0,493710408;1;0;0;0
0,941968956;0,334870323;0,851155611;0,237470033;1;0;0;0
0,368361889;0,529963595;0,807099747;0,81759834;1;0;0;0
0,652614088;0,782423156;0,293487153;0,804824943;1;0;0;0
0,71407917;0,376915897;0,282657456;0,953703257;1;0;0;0
0,977927019;0,911694967;0,261939217;0,38787499;1;0;0;0
0,867406385;0,79692696;0,839196734;0,355084299;1;0;0;0
0,797186716;0,480874559;0,43670778;0,663697259;1;0;0;0
0,30555611;0,581839352;0,930232718;0,397179945;1;0;0;0
0,881220894;0,743914745;0,747837297;0,784076495;1;0;0;0
0,937458021;0,482410283;0,306070015;0,845691907;1;0;0;0
0,971871194;0,770194656;0,802866674;0,763755268;1;0;0;0
0,906381069;0,25928544;0,343465133;0,708274416;1;0;0;0
0,695057515;0,530890686;0,805250889;0,436487143;1;0;0;0
0,548194651;0,674395259;0,89668165;0,865172848;1;0;0;0
0,366190705;0,537635905;0,966076464;0,795500793;1;0;0;0
0,568668279;0,969508064;0,824711976;0,686576162;1;0;0;0
0,727803264;0,701233609;0,374733653;0,475943726;1;0;0;0
0,710134743;0,385996234;0,415869607;0,921237515;1;0;0;0
0,351413812;0,212685795;0,463567336;0,41056099;1;0;0;0
0,598049455;0,592133988;0,308096577;0,68675629;1;0;0;0
0,55335273;0,742625147;0,213749764;0,316939741;1;0;0;0
0,753745276;0,322325501;0,331541052;0,667493453;1;0;0;0
0,580794712;0,547004514;0,823842722;0,404762859;1;0;0;0
0,40699399;0,426800088;0,613019307;0,898517471;1;0;0;0
0,211714556;0,609819699;0,324718324;0,278961961;1;0;0;0
0,919285771;0,445483182;0,917154049;0,74613976;1;0;0;0
0,944269547;0,808897264;0,93486416;0,938009956;1;0;0;0
0,627674272;0,357874138;0,74506873;0,900875248;1;0;0;0
0,710986098;0,698425803;0,229258959;0,416950698;1;0;0;0
0,367010136;0,739407031;0,658249479;0,472399519;1;0;0;0
0,731547357;0,843707735;0,666016031;0,909555894;1;0;0;0
0,53190751;0,835782692;0,819119065;0,663240554;1;0;0;0
0,51781917;0,463496142;0,27800622;0,844227785;1;0;0;0
0,758746229;0,79801422;0,393765808;0,493339848;1;0;0;0
0,602424733;0,991542323;0,71800608;0,293262553;1;0;0;0
0,879372844;0,337345376;0,73053004;0,512546506;1;0;0;0
0,692959021;0,419943146;0,236299841;0,291599851;1;0;0;0
0,335668806;0,558955687;0,25144468;0,857820172;1;0;0;0
0,514505888;0,952433219;0,330372046;0,601875171;1;0;0;0
0,721499408;0,826243302;0,400054738;0,926322705;1;0;0;0
0,759026698;0,510506911;0,641741117;0,720969633;1;0;0;0
0,528108259;0,67618456;0,876532671;0,648970638;1;0;0;0
0,803754017;0,708733942;0,7145009;0,583753066;1;0;0;0
0,629501539;0,485179408;0,503603104;0,235059972;1;0;0;0
0,448530043;0,490043394;0,777142378;0,489331712;1;0;0;0
0,864614578;0,241713783;0,790773694;0,856237337;1;0;0;0
0,445360703;0,675693045;0,386561967;0,794088243;1;0;0;0
0,93290345;0,902317455;0,227195482;0,849233741;1;0;0;0
0,51488157;0,528005904;0,457882535;0,98620975;1;0;0;0
0,646958859;0,283203385;0,377686779;0,69753999;1;0;0;0
0,514079055;0,638709203;0,56257081;0,470730513;1;0;0;0
0,602265863;0,916629081;0,317038969;0,432148028;1;0;0;0
0,292668119;0,844560521;0,644566501;0,707262411;1;0;0;0
0,969822014;0,776678409;0,891740287;0,731145518;1;0;0;0
0,635864422;0,95386999;0,485998821;0,226969262;1;0;0;0
0,791468861;0,230315986;0,315616268;0,472056556;1;0;0;0
0,471980899;0,853741434;0,7983758;0,324277948;1;0;0;0
0,961269933;0,835200641;0,64327246;0,244743694;1;0;0;0
0,345659546;0,774343124;0,684946241;0,738468543;1;0;0;0
0,765890586;0,321305232;0,687083908;0,6167076;1;0;0;0
0,794365748;0,429150512;0,500224712;0,328320458;1;0;0;0
0,286605012;0,899485963;0,841627777;0,546182776;1;0;0;0
0,479040043;0,484435057;0,334916557;0,950858564;1;0;0;0
0,383828815;0,455691579;0,40346707;0,922430401;1;0;0;0
0,959224325;0,27924278;0,272449906;0,637011605;1;0;0;0
0,9970589;0,40869645;0,844387814;0,927931399;1;0;0;0
0,954768974;0,496359697;0,945281818;0,870778391;1;0;0;0
0,57876167;0,499758066;0,22109767;0,402490623;1;0;0;0
0,841421415;0,815582968;0,861400319;0,429333908;1;0;0;0
0,664022352;0,480887809;0,795809666;0,886019166;1;0;0;0
0,55242923;0,732019908;0,26755264;0,369298579;1;0;0;0
0,980993616;0,536173398;0,252421231;0,354748168;1;0;0;0
0,257408257;0,978732102;0,351347732;0,913441868;1;0;0;0
0,858142866;0,235201687;0,232887365;0,400079837;1;0;0;0
0,363251626;0,544831718;0,775556911;0,210947773;1;0;0;0
0,899663586;0,278056064;0,636297986;0,901946254;1;0;0;0
0,569565865;0,456458936;0,926435512;0,882986343;1;0;0;0
0,500250565;0,405341274;0,925633764;0,807577601;1;0;0;0
0,667033394;0,393306759;0,654876207;0,75362133;1;0;0;0
0,31727311;0,776028332;0,794850361;0,636825962;1;0;0;0
0,497644206;0,391386661;0,677208118;0,682766017;1;0;0;0
0,282656269;0,933150186;0,758521827;0,91919893;1;0;0;0
0,58509853;0,582425277;0,732401241;0,980258486;1;0;0;0
0,580491677;0,456557525;0,429992577;0,494450794;1;0;0;0
0,874430084;0,686587718;0,988271948;0,500248768;1;0;0;0
0,438808856;0,346826749;0,806747155;0,398219437;1;0;0;0
0,28671941;0,700464869;0,391907948;0,485107646;1;0;0;0
0,362444995;0,398747308;0,761431189;0,43696205;1;0;0;0
0,714201662;0,364786039;0,357424527;0,695964574;1;0;0;0
0,44161889;0,343187661;0,263300173;0,84532261;1;0;0;0
0,937523658;0,66177188;0,782102111;0,510091951;1;0;0;0
0,833118834;0,437827869;0,630881137;0,213274433;1;0;0;0
0,537102841;0,816281116;0,632388235;0,338001891;1;0;0;0
0,302763268;0,200651904;0,268302247;0,967611469;1;0;0;0
0,905502206;0,804638517;0,344037934;0,774939855;1;0;0;0
0,831979145;0,536599322;0,310662642;0,491542568;1;0;0;0
0,605245019;0,422290757;0,664104433;0,807037109;1;0;0;0
0,848805551;0,967662732;0,755762148;0,3483183;1;0;0;0
0,523756198;0,485253734;0,63343341;0,568096197;1;0;0;0
0,57401647;0,928477717;0,407501327;0,917414469;1;0;0;0
0,74566558;0,227008073;0,774482758;0,368779346;1;0;0;0
0,553235799;0,346623445;0,998114036;0,469445543;1;0;0;0
0,577629753;0,888246741;0,736043872;0,231800951;1;0;0;0
0,85256468;0,372088746;0,840302861;0,78806486;1;0;0;0
0,266256657;0,314372764;0,520984473;0,456014057;1;0;0;0
0,482872344;0,427718648;0,253538014;0,971956466;1;0;0;0
0,942191045;0,577648401;0,494959311;0,603769719;1;0;0;0
0,596131761;0,239758474;0,29617883;0,415601254;1;0;0;0
0,784024248;0,78388717;0,365562411;0,523718314;1;0;0;0
0,349987853;0,250933902;0,537095869;0,222756795;1;0;0;0
0,695424062;0,381435043;0,312027235;0,220294164;1;0;0;0
0,969715944;0,745871581;0,924936558;0,698160887;1;0;0;0
0,220724804;0,575785382;0,702330419;0,644523402;1;0;0;0
0,748183328;0,885811656;0,386899567;0,336785888;1;0;0;0
0,756449231;0,31702985;0,997322105;0,950514471;1;0;0;0
0,992731564;0,688773414;0,835024584;0,380269858;1;0;0;0
0,236695168;0,267994333;0,460069972;0,499246079;1;0;0;0
0,218010238;0,516087172;0,971996303;0,279097822;1;0;0;0
0,803864959;0,62251162;0,269300572;0,206297254;1;0;0;0
0,476484922;0,292057361;0,950081488;0,449999076;1;0;0;0
0,870355852;0,274064552;0,826976773;0,532680187;1;0;0;0
0,594138725;0,603533629;0,992052617;0,266776418;1;0;0;0
0,605324184;0,557392798;0,895305487;0,6081954;1;0;0;0
0,354272189;0,497194108;0,380418975;0,650634837;1;0;0;0
0,204861772;0,368249684;0,979843426;0,727416901;1;0;0;0
0,239516256;0,258419216;0,349299637;0,216234109;1;0;0;0
0,561575696;0,472635295;0,619400667;0,438342931;1;0;0;0
0,205839083;0,772825712;0,881584736;0,962596442;1;0;0;0
0,265959333;0,786173406;0,79154507;0,748081945;1;0;0;0
0,543615816;0,672281861;0,627868617;0,230098487;1;0;0;0
0,317634289;0,960773347;0,504980686;0,497323659;1;0;0;0
0,216858057;0,236271484;0,264436342;0,496179913;1;0;0;0
0,24787735;0,261793077;0,805171959;0,445321656;1;0;0;0
0,739692096;0,314355396;0,416460237;0,826789642;1;0;0;0
0,989844499;0,659281743;0,817406275;0,416570961;1;0;0;0
0,280513962;0,667633053;0,332629286;0,260880442;1;0;0;0
0,365810904;0,915266351;0,926045717;0,818397206;1;0;0;0
0,414084368;0,398305103;0,412187193;0,736339203;1;0;0;0
0,491128384;0,527677749;0,978176803;0,60849622;1;0;0;0
0,401237453;0,837990104;0,340242927;0,488607405;1;0;0;0
0,344187996;0,384559238;0,953668952;0,426295955;1;0;0;0
0,801152176;0,431036896;0,342971443;0,452913025;1;0;0;0
0,777354988;0,658077516;0,863917994;0,989463284;1;0;0;0
0,460239999;0,299209442;0,854806925;0,746466724;1;0;0;0
0,76788727;0,252704135;0,874521311;0,704656506;1;0;0;0
0,977339842;0,856903243;0,742468404;0,382594938;1;0;0;0
0,231778254;0,8942408;0,469876638;0,779358036;1;0;0;0
0,605891835;0,606554169;0,915304168;0,557326136;1;0;0;0
0,604645466;0,795836916;0,881705544;0,755912447;1;0;0;0
0,865097756;0,500965762;0,20256373;0,37129358;1;0;0;0
0,533257907;0,354770587;0,681979502;0,411372767;1;0;0;0
0,613349371;0,993152862;0,801452795;0,437030588;1;0;0;0
0,921173606;0,377949841;0,377406568;0,596746358;1;0;0;0
0,569140432;0,866289023;0,646928471;0,695676537;1;0;0;0
0,294337827;0,604894493;0,317512319;0,591325815;1;0;0;0
0,948502327;0,956749419;0,6568376;0,646046363;1;0;0;0
0,375204549;0,243450072;0,655574923;0,730282669;1;0;0;0
0,737287404;0,733131846;0,440964116;0,594106252;1;0;0;0
0,998403627;0,885549318;0,377866836;0,906158267;1;0;0;0
0,482145685;0,615640671;0,485031926;0,813757903;1;0;0;0
0,247059359;0,507843211;0,637208716;0,613448167;1;0;0;0
0,871415411;0,340484974;0,933868356;0,287202248;1;0;0;0
0,432297552;0,558336667;0,452292217;0,9359363;1;0;0;0
0,898982829;0,375615383;0,494025865;0,529710668;1;0;0;0
0,38908239;0,867178058;0,454361879;0,470244426;1;0;0;0
0,238011567;0,580341696;0,790687481;0,739896464;1;0;0;0
0,794202793;0,81741048;0,99400902;0,69412189;1;0;0;0
0,753307512;0,363343619;0,680539737;0,494509225;1;0;0;0
0,912122652;0,274371547;0,707708378;0,473015034;1;0;0;0
0,432674159;0,764342987;0,471795692;0,316984665;1;0;0;0
0,467468667;0,464192141;0,988450741;0,515346757;1;0;0;0
0,820101493;0,847592856;0,355943713;0,307199789;1;0;0;0
0,286308147;0,25927619;0,667925015;0,73721599;1;0;0;0
0,738144864;0,422620869;0,275341415;0,749132054;1;0;0;0
0,29984685;0,297018364;0,662250502;0,203686678;1;0;0;0
0,718338725;0,565836887;0,631064396;0,948908309;1;0;0;0
0,934780217;0,262901839;0,780645336;0,500591399;1;0;0;0
0,913861335;0,279871899;0,962184409;0,466094775;1;0;0;0
0,636272089;0,635665781;0,722254041;0,236841047;1;0;0;0
0,300229065;0,431086023;0,267601845;0,411048187;1;0;0;0
0,707897063;0,449129118;0,780078055;0,646157756;1;0;0;0
0,598946157;0,948501165;0,889364638;0,668563177;1;0;0;0
0,451797124;0,452306516;0,577579341;0,636183181;1;0;0;0
0,336375571;0,576923878;0,367172071;0,994571323;1;0;0;0
0,896939292;0,247134661;0,610355333;0,271815522;1;0;0;0
0,505063329;0,561750599;0,708973577;0,76157649;1;0;0;0
0,651247433;0,517838626;0,351464743;0,459166393;1;0;0;0
0,93832358;0,516365109;0,469305011;0,831988272;1;0;0;0
0,319260035;0,965869736;0,56304396;0,329172118;1;0;0;0
0,228394947;0,476668254;0,720155412;0,514082749;1;0;0;0
0,549632607;0,775210046;0,222584972;0,577341841;1;0;0;0
0,592089925;0,52901124;0,417539186;0,587654122;1;0;0;0
0,283171542;0,799243504;0,34577579;0,380858194;1;0;0;0
0,414220482;0,717917888;0,538653311;0,57841356;1;0;0;0
0,918260203;0,496681155;0,611065618;0,612422147;1;0;0;0
0,581059675;0,984405825;0,307534752;0,651906898;1;0;0;0
0,335463933;0,368900546;0,26109765;0,903519554;1;0;0;0
0,268982707;0,731106614;0,880761717;0,920757496;1;0;0;0
0,926294722;0,941043373;0,660229947;0,300875977;1;0;0;0
0,302951713;0,205714909;0,317870591;0,635181114;1;0;0;0
0,978536006;0,350222111;0,599603936;0,677100379;1;0;0;0
0,88191295;0,975659164;0,282754987;0,556134374;1;0;0;0
0,396685952;0,528971032;0,425909035;0,456403588;1;0;0;0
0,769948296;0,907971957;0,58356658;0,230866625;1;0;0;0
0,828154494;0,562483747;0,483905639;0,668071609;1;0;0;0
0,337338556;0,34012434;0,707022214;0,631341975;1;0;0;0
0,332640818;0,906310541;0,665219079;0,652825222;1;0;0;0
0,669471762;0,561391566;0,379176365;0,963552717;1;0;0;0
0,644436554;0,329040141;0,381918225;0,476481816;1;0;0;0
0,515549001;0,417793744;0,221209696;0,706887748;1;0;0;0
0,234519096;0,296300349;0,931448354;0,996759116;1;0;0;0
0,512321569;0,668026982;0,447519636;0,764417084;1;0;0;0
0,373009962;0,825373238;0,995874707;0,657667295;1;0;0;0
0,607741803;0,858546099;0,433922936;0,301418612;1;0;0;0
0,727878979;0,241818614;0,687364242;0,863682988;1;0;0;0
0,238887506;0,986805172;0,450112833;0,368952447;1;0;0;0
0,693656935;0,880333106;0,303140393;0,358902584;1;0;0;0
0,72328541;0,560236188;0,868847096;0,728041465;1;0;0;0
0,787667276;0,959353106;0,614621369;0,838684933;1;0;0;0
0,32981035;0,407559278;0,549794776;0,327636128;1;0;0;0
0,474923173;0,393872805;0,670741442;0,23876458;1;0;0;0
0,719550041;0,421113225;0,34295325;0,346839376;1;0;0;0
0,897189043;0,551763151;0,812385099;0,383023005;1;0;0;0
0,308540617;0,266896831;0,880920055;0,604700069;1;0;0;0
0,304248059;0,883317377;0,91042166;0,890999152;1;0;0;0
0,990581411;0,353825956;0,296743495;0,315346626;1;0;0;0
0,793565242;0,63042469;0,65020162;0,808254482;1;0;0;0
0,527046069;0,552734551;0,313470576;0,510456633;1;0;0;0
0,762141202;0,37955025;0,403460452;0,460845634;1;0;0;0
0,866906251;0,302657548;0,937251793;0,457797448;1;0;0;0
0,888740951;0,319905276;0,767058382;0,454506332;1;0;0;0
0,958862888;0,847509022;0,446696261;0,874062926;1;0;0;0
0,44909564;0,604903747;0,399307057;0,301302463;1;0;0;0
0,498108254;0,519338672;0,843918078;0,774218602;1;0;0;0
0,793418762;0,261611323;0,966220437;0,239012257;1;0;0;0
0,236038633;0,793929254;0,652845164;0,265834736;1;0;0;0
0,737870098;0,405677788;0,689281897;0,644043628;1;0;0;0
0,872565171;0,377493178;0,435443565;0,749692084;1;0;0;0
0,594830194;0,66084828;0,249688891;0,65298293;1;0;0;0
0,554931725;0,500581583;0,626553912;0,847693081;1;0;0;0
0,22848019;0,406817014;0,98060773;0,812254063;1;0;0;0
0,8198969;0,778999832;0,425855304;0,796181651;1;0;0;0
0,789667401;0,358252493;0,762227146;0,707293893;1;0;0;0
0,553955684;0,635391247;0,20772367;0,507304413;1;0;0;0
0,324129299;0,784018176;0,202583029;0,629575688;1;0;0;0
0,353381385;0,657325821;0,827186589;0,51302113;1;0;0;0
0,262241438;0,409058838;0,836724994;0,330338032;1;0;0;0
0,872748316;0,871179112;0,719337197;0,493418085;1;0;0;0
0,464394284;0,405183073;0,884914848;0,836076395;1;0;0;0
0,77125066;0,617811755;0,562917215;0,441601319;1;0;0;0
0,230613059;0,382135082;0,249819409;0,374157152;1;0;0;0
0,601795808;0,412471728;0,540935044;0,288932203;1;0;0;0
0,410057044;0,557790363;0,669004403;0,508455558;1;0;0;0
0,853922975;0,939009073;0,999012582;0,353012944;1;0;0;0
0,728004237;0,57534922;0,410539909;0,364591006;1;0;0;0
0,643619045;0,904026113;0,315513155;0,87542793;1;0;0;0
0,954003279;0,438997704;0,770267114;0,754384703;1;0;0;0
0,558701225;0,978020382;0,63963536;0,388530238;1;0;0;0
0,957156086;0,804518684;0,617524792;0,833347186;1;0;0;0
0,382833643;0,689405792;0,474588536;0,995964242;1;0;0;0
0,936036724;0,448049614;0,985226947;0,953411162;1;0;0;0
0,537553933;0,944075473;0,815656733;0,34674696;1;0;0;0
0,543082209;0,493058715;0,480283991;0,543607665;1;0;0;0
0,618271897;0,267861759;0,27366143;0,559502955;1;0;0;0
0,985459717;0,413120527;0,22557362;0,712351745;1;0;0;0
0,584059789;0,247867597;0,597122467;0,4006309;1;0;0;0
0,430981522;0,46372013;0,768753051;0,388349224;1;0;0;0
0,836601378;0,307583697;0,354676213;0,354916957;1;0;0;0
0,57752839;0,533124074;0,594859943;0,99011919;1;0;0;0
0,797422465;0,80571882;0,748555096;0,55292305;1;0;0;0
0,22913639;0,707293966;0,258522185;0,923531902;1;0;0;0
0,313321152;0,913671608;0,630974041;0,520462946;1;0;0;0
0,312582582;0,461500718;0,217319362;0,31776445;1;0;0;0
0,827343857;0,518548791;0,929442365;0,700191991;1;0;0;0
0,436311357;0,360273483;0,673634071;0,209833286;1;0;0;0
0,265867762;0,868324075;0,40498241;0,931529068;1;0;0;0
0,282463845;0,834880364;0,612439516;0,60583874;1;0;0;0
0,467171245;0,621713929;0,61165022;0,822210143;1;0;0;0
0,80217758;0,827863359;0,614666516;0,411437557;1;0;0;0
0,834183159;0,631004518;0,465470765;0,740649498;1;0;0;0
0,71445348;0,299330039;0,953215554;0,53938475;1;0;0;0
0,948419006;0,983821109;0,251800565;0,696009289;1;0;0;0
0,65241021;0,48605142;0,832403323;0,756310291;1;0;0;0
0,869305097;0,215748951;0,475414113;0,525341936;1;0;0;0
0,831064499;0,554667367;0,78002182;0,624231942;1;0;0;0
0,438354742;0,411145172;0,401815964;0,252618967;1;0;0;0
0,385450274;0,902428589;0,247802224;0,937149091;1;0;0;0
0,416515803;0,334202272;0,590521043;0,320773596;1;0;0;0
0,42730185;0,744031061;0,552697503;0,975289239;1;0;0;0
0,587842784;0,66788597;0,401058838;0,525937748;1;0;0;0
0,391278682;0,268015842;0,521395435;0,661819535;1;0;0;0
0,515039651;0,490051769;0,522863052;0,724568997;1;0;0;0
0,861771284;0,212974555;0,418452858;0,594083926;1;0;0;0
0,726450182;0,525670848;0,327309064;0,508299617;1;0;0;0
0,77298153;0,591755284;0,746037347;0,381329023;1;0;0;0
0,838981635;0,574820344;0,210683346;0,637945499;1;0;0;0
0,809678726;0,659140651;0,707387988;0,505944596;1;0;0;0
0,6666652;0,981542186;0,820309211;0,235306569;1;0;0;0
0,610412537;0,939547213;0,968286512;0,406459308;1;0;0;0
0,909715859;0,34115459;0,667907673;0,63692514;1;0;0;0
